,X_1,Y_1,Z_1,t_1,X_2,Y_2,Z_2,t_2,X_3,Y_3,Z_3,t_3,X_4,Y_4,Z_4,t_4,X_5,Y_5,Z_5,t_5,X_6,Y_6,Z_6,t_6,X_7,Y_7,Z_7,t_7,X_8,Y_8,Z_8,t_8,X_9,Y_9,Z_9,t_9,X_10,Y_10,Z_10,t_10,X_11,Y_11,Z_11,t_11,X_12,Y_12,Z_12,t_12,X_13,Y_13,Z_13,t_13,X_14,Y_14,Z_14,t_14,X_15,Y_15,Z_15,t_15,X_16,Y_16,Z_16,t_16,X_17,Y_17,Z_17,t_17,X_18,Y_18,Z_18,t_18,X_19,Y_19,Z_19,t_19,X_20,Y_20,Z_20,t_20,X_21,Y_21,Z_21,t_21,X_22,Y_22,Z_22,t_22,X_23,Y_23,Z_23,t_23,X_24,Y_24,Z_24,t_24,X_25,Y_25,Z_25,t_25,X_26,Y_26,Z_26,t_26,X_27,Y_27,Z_27,t_27,X_28,Y_28,Z_28,t_28,X_29,Y_29,Z_29,t_29,X_30,Y_30,Z_30,t_30,X_31,Y_31,Z_31,t_31,X_32,Y_32,Z_32,t_32,X_33,Y_33,Z_33,t_33,X_34,Y_34,Z_34,t_34,X_35,Y_35,Z_35,t_35,X_36,Y_36,Z_36,t_36,clusters_bit,clusters_num,theta,phi
3648,-25.359,5.885,-6.684,2367.142,-37.609,5.885,-6.684,2339.676,-37.609,-7.315,-6.684,2354.229,-25.359,-7.315,-6.684,2379.296,-25.359,37.335,-6.684,2393.964,-37.609,37.335,-6.684,2355.006,-37.609,24.135,-6.684,2353.824,-25.359,24.135,-6.684,2388.183,6.479,12.65,0.0,2368.428,-6.872,12.65,0.0,2337.494,-6.872,-12.63,0.0,2354.69,6.479,-12.63,0.0,2386.582,37.369,10.956,-14.946,2361.173,22.469,10.956,-15.266,2326.702,22.469,-3.952,-15.346,2347.929,37.369,-3.952,-15.076,2379.3,,,,,,,,,,,,,,,,,6.915,-56.16,-16.151,2352.644,-2.794,-56.16,-15.911,2328.543,-2.794,-70.539,-15.931,2328.103,6.915,-70.539,-16.101,2362.028,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2376.622,26.94,-16.802,-15.456,2340.429,26.94,-32.102,-15.456,2360.99,42.14,-32.102,-14.686,2392.606,,,,,,,,,,,,,,,,,175,11,0.7922049474802262,2.778215103324574
3649,-25.359,5.885,-6.684,2348.493,,,,,-37.609,-7.315,-6.684,2313.625,-25.359,-7.315,-6.684,2341.111,-25.359,37.335,-6.684,2127.358,-37.609,37.335,-6.684,2353.807,-37.609,24.135,-6.684,2324.392,-25.359,24.135,-6.684,2376.923,6.479,12.65,0.0,2394.467,-6.872,12.65,0.0,2464.367,-6.872,-12.63,0.0,2337.458,6.479,-12.63,0.0,2358.771,37.369,10.956,-14.946,2382.486,22.469,10.956,-15.266,2353.552,22.469,-3.952,-15.346,2340.469,37.369,-3.952,-15.076,2368.519,37.369,45.572,-16.166,2374.711,22.977,45.572,-16.461,2353.297,22.977,28.482,-16.111,2332.335,37.367,28.482,-16.511,2356.364,6.915,-56.16,-16.151,2371.517,-2.794,-56.16,-15.911,2350.229,-2.794,-70.539,-15.931,2336.466,6.915,-70.539,-16.101,2372.242,-9.541,53.623,-17.031,2344.828,,,,,,,,,-9.541,42.539,-16.931,2344.02,42.14,-16.802,-15.136,2373.286,26.94,-16.802,-15.456,2344.366,26.94,-32.102,-15.456,2340.262,42.14,-32.102,-14.686,2353.662,-25.359,-25.745,-7.329,2364.91,-37.255,-25.745,-7.364,2356.297,-37.255,-39.545,-7.339,2333.663,-25.359,-39.545,-7.279,2354.393,511,17,0.712268867738886,3.7243580908306995
3650,-25.359,5.885,-6.684,2369.185,-37.609,5.885,-6.684,2350.89,-37.609,-7.315,-6.684,2336.846,-25.359,-7.315,-6.684,2361.07,-25.359,37.335,-6.684,2376.126,-37.609,37.335,-6.684,2342.583,-37.609,24.135,-6.684,2332.225,-25.359,24.135,-6.684,2352.497,6.479,12.65,0.0,2381.963,-6.872,12.65,0.0,2351.599,-6.872,-12.63,0.0,2329.408,6.479,-12.63,0.0,2355.985,37.369,10.956,-14.946,2388.519,22.469,10.956,-15.266,2354.946,22.469,-3.952,-15.346,2348.009,37.369,-3.952,-15.076,2381.948,37.369,45.572,-16.166,2388.372,22.977,45.572,-16.461,2358.069,22.977,28.482,-16.111,2344.406,37.367,28.482,-16.511,2375.116,6.915,-56.16,-16.151,2384.146,-2.794,-56.16,-15.911,2359.75,-2.794,-70.539,-15.931,2349.089,6.915,-70.539,-16.101,2377.894,-9.541,53.623,-17.031,2370.498,-20.557,64.708,-17.796,2346.878,-20.557,53.623,-17.501,2338.749,-9.541,42.539,-16.931,2353.408,42.14,-16.802,-15.136,2391.091,26.94,-16.802,-15.456,2358.481,26.94,-32.102,-15.456,2350.313,42.14,-32.102,-14.686,2383.906,-25.359,-25.745,-7.329,2382.423,-37.255,-25.745,-7.364,2354.465,-37.255,-39.545,-7.339,2350.178,-25.359,-39.545,-7.279,2373.394,511,17,0.738099740668402,3.4913566356894568
3651,-25.359,5.885,-6.684,2339.629,,,,,-37.609,-7.315,-6.684,2246.904,-25.359,-7.315,-6.684,2263.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.469,10.956,-15.266,2358.746,22.469,-3.952,-15.346,2329.572,37.369,-3.952,-15.076,2358.222,,,,,,,,,,,,,,,,,,,,,-2.794,-56.16,-15.911,2347.276,-2.794,-70.539,-15.931,2327.009,6.915,-70.539,-16.101,2343.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.255,-25.745,-7.364,2356.223,-37.255,-39.545,-7.339,2347.927,-25.359,-39.545,-7.279,2360.244,297,7,0.9869836920027933,3.877597999155802
3652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2426.292,-6.872,12.65,0.0,2318.9,-6.872,-12.63,0.0,2706.167,6.479,-12.63,0.0,2356.853,37.369,10.956,-14.946,2333.401,,,,,,,,,37.369,-3.952,-15.076,2345.66,,,,,22.977,45.572,-16.461,2360.539,,,,,37.367,28.482,-16.511,2357.058,6.915,-56.16,-16.151,2351.91,-2.794,-56.16,-15.911,2268.962,-2.794,-70.539,-15.931,2426.997,,,,,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2346.947,26.94,-16.802,-15.456,2290.95,,,,,,,,,-25.359,-25.745,-7.329,2414.692,-37.255,-25.745,-7.364,2509.999,-37.255,-39.545,-7.339,2351.464,-25.359,-39.545,-7.279,2371.11,444,11,0.7548549014875475,2.6799530664372933
3653,-25.359,5.885,-6.684,2366.343,-37.609,5.885,-6.684,2356.175,-37.609,-7.315,-6.684,2332.567,-25.359,-7.315,-6.684,2351.215,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2406.026,-6.872,12.65,0.0,2388.772,-6.872,-12.63,0.0,2326.168,6.479,-12.63,0.0,2341.103,37.369,10.956,-14.946,2355.557,22.469,10.956,-15.266,2349.504,,,,,37.369,-3.952,-15.076,2324.34,37.369,45.572,-16.166,2403.994,22.977,45.572,-16.461,2389.665,22.977,28.482,-16.111,2338.378,37.367,28.482,-16.511,2358.905,6.915,-56.16,-16.151,2389.472,-2.794,-56.16,-15.911,2379.781,-2.794,-70.539,-15.931,2337.4,6.915,-70.539,-16.101,2347.38,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2392.824,26.94,-16.802,-15.456,2381.835,26.94,-32.102,-15.456,2704.602,42.14,-32.102,-14.686,2360.517,-25.359,-25.745,-7.329,2392.454,-37.255,-25.745,-7.364,2482.921,-37.255,-39.545,-7.339,2345.101,-25.359,-39.545,-7.279,2356.797,445,13,0.937241808320955,4.331383604674327
3654,-25.359,5.885,-6.684,2331.306,,,,,-37.609,-7.315,-6.684,2351.653,-25.359,-7.315,-6.684,2373.221,,,,,,,,,,,,,,,,,,,,,-6.872,12.65,0.0,2336.321,-6.872,-12.63,0.0,2347.136,6.479,-12.63,0.0,2379.878,,,,,,,,,,,,,,,,,37.369,45.572,-16.166,2348.587,22.977,45.572,-16.461,2318.183,22.977,28.482,-16.111,2377.792,37.367,28.482,-16.511,2374.704,6.915,-56.16,-16.151,2359.762,-2.794,-56.16,-15.911,2327.078,-2.794,-70.539,-15.931,2349.278,6.915,-70.539,-16.101,2385.158,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2259.717,26.94,-16.802,-15.456,2320.12,26.94,-32.102,-15.456,2347.232,42.14,-32.102,-14.686,2372.644,,,,,,,,,-37.255,-39.545,-7.339,2327.581,-25.359,-39.545,-7.279,2349.533,437,11,0.8880235234147149,2.478018471981549
3655,-25.359,5.885,-6.684,2354.548,-37.609,5.885,-6.684,2335.64,-37.609,-7.315,-6.684,2310.01,-25.359,-7.315,-6.684,2631.712,-25.359,37.335,-6.684,2377.06,-37.609,37.335,-6.684,2361.302,-37.609,24.135,-6.684,2334.563,-25.359,24.135,-6.684,2354.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.541,53.623,-17.031,2348.005,-20.557,64.708,-17.796,2345.308,-20.557,53.623,-17.501,2330.877,-9.541,42.539,-16.931,2331.046,,,,,,,,,,,,,,,,,,,,,-37.255,-25.745,-7.364,2356.562,-37.255,-39.545,-7.339,2410.053,,,,,323,7,0.7894124206770352,3.9706240482870996
3656,-25.359,5.885,-6.684,2342.615,,,,,-37.609,-7.315,-6.684,2347.297,-25.359,-7.315,-6.684,2366.932,,,,,,,,,,,,,,,,,,,,,-6.872,12.65,0.0,2312.436,-6.872,-12.63,0.0,2352.705,6.479,-12.63,0.0,2377.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2354.783,26.94,-16.802,-15.456,2333.625,,,,,42.14,-32.102,-14.686,2385.929,-25.359,-25.745,-7.329,2322.538,,,,,-37.255,-39.545,-7.339,2334.26,-25.359,-39.545,-7.279,2356.462,389,7,0.8644615785127915,2.3689353937319035
3657,-25.359,5.885,-6.684,2359.4,-37.609,5.885,-6.684,2336.942,-37.609,-7.315,-6.684,2357.777,-25.359,-7.315,-6.684,2386.893,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2357.038,-6.872,12.65,0.0,2326.038,-6.872,-12.63,0.0,1927.356,6.479,-12.63,0.0,2387.755,,,,,,,,,,,,,,,,,37.369,45.572,-16.166,2342.501,22.977,45.572,-16.461,2319.15,22.977,28.482,-16.111,2347.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,5,0.9053022830094587,2.4560273234064205
3658,,,,,,,,,,,,,,,,,-25.359,37.335,-6.684,2385.448,-37.609,37.335,-6.684,2362.169,-37.609,24.135,-6.684,2344.337,-25.359,24.135,-6.684,2372.757,6.479,12.65,0.0,2389.678,-6.872,12.65,0.0,2358.99,-6.872,-12.63,0.0,2329.234,6.479,-12.63,0.0,2366.479,,,,,,,,,,,,,,,,,37.369,45.572,-16.166,2384.457,22.977,45.572,-16.461,2354.737,22.977,28.482,-16.111,2337.545,37.367,28.482,-16.511,2376.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2466.86,26.94,-16.802,-15.456,2352.076,26.94,-32.102,-15.456,2336.345,42.14,-32.102,-14.686,2369.567,-25.359,-25.745,-7.329,2348.209,-37.255,-25.745,-7.364,2317.817,,,,,,,,,406,9,0.8021533242165939,3.6163222101322505
3659,,,,,-37.609,5.885,-6.684,2347.738,,,,,-25.359,-7.315,-6.684,2332.971,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2343.208,,,,,-6.872,-12.63,0.0,2264.587,6.479,-12.63,0.0,1889.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,1.0676179034449313,4.197865916896761
3660,-25.359,5.885,-6.684,2356.293,-37.609,5.885,-6.684,2349.106,-37.609,-7.315,-6.684,2327.898,-25.359,-7.315,-6.684,2349.33,-25.359,37.335,-6.684,2346.839,,,,,,,,,-25.359,24.135,-6.684,2327.645,6.479,12.65,0.0,2147.472,-6.872,12.65,0.0,2355.738,-6.872,-12.63,0.0,2331.85,,,,,37.369,10.956,-14.946,2354.558,22.469,10.956,-15.266,2321.885,,,,,37.369,-3.952,-15.076,2349.317,,,,,,,,,,,,,,,,,,,,,-2.794,-56.16,-15.911,2347.699,-2.794,-70.539,-15.931,2412.845,6.915,-70.539,-16.101,2357.448,-9.541,53.623,-17.031,2348.329,-20.557,64.708,-17.796,2318.212,-20.557,53.623,-17.501,2307.057,,,,,,,,,26.94,-16.802,-15.456,2327.721,26.94,-32.102,-15.456,2307.807,42.14,-32.102,-14.686,2345.562,,,,,-37.255,-25.745,-7.364,2352.656,-37.255,-39.545,-7.339,2340.441,-25.359,-39.545,-7.279,2369.656,495,15,0.7874925584998415,3.4805355943270917
3661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2386.342,,,,,-6.872,-12.63,0.0,2322.779,6.479,-12.63,0.0,2357.39,,,,,22.469,10.956,-15.266,2305.439,,,,,37.369,-3.952,-15.076,2346.417,,,,,,,,,,,,,,,,,6.915,-56.16,-16.151,2343.13,-2.794,-56.16,-15.911,2192.808,,,,,6.915,-70.539,-16.101,2332.021,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2395.825,26.94,-16.802,-15.456,2349.814,26.94,-32.102,-15.456,2344.29,42.14,-32.102,-14.686,2385.356,,,,,,,,,,,,,,,,,172,7,1.1306242894419267,3.4126422864245125
3662,-25.359,5.885,-6.684,2369.696,-37.609,5.885,-6.684,2346.478,-37.609,-7.315,-6.684,2358.881,-25.359,-7.315,-6.684,2394.175,-25.359,37.335,-6.684,2327.823,-37.609,37.335,-6.684,2339.56,-37.609,24.135,-6.684,2373.575,-25.359,24.135,-6.684,2347.362,6.479,12.65,0.0,2353.146,-6.872,12.65,0.0,2347.414,-6.872,-12.63,0.0,2342.521,6.479,-12.63,0.0,2352.286,,,,,,,,,22.469,-3.952,-15.346,2306.282,37.369,-3.952,-15.076,2348.738,,,,,,,,,,,,,,,,,6.915,-56.16,-16.151,2365.697,-2.794,-56.16,-15.911,2343.071,-2.794,-70.539,-15.931,2352.744,6.915,-70.539,-16.101,2371.677,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2369.658,26.94,-16.802,-15.456,2332.4,26.94,-32.102,-15.456,2351.942,42.14,-32.102,-14.686,2388.544,-25.359,-25.745,-7.329,2363.517,-37.255,-25.745,-7.364,2336.538,-37.255,-39.545,-7.339,2351.54,-25.359,-39.545,-7.279,2373.92,431,13,0.7004006288253245,2.788861611761739
3663,,,,,-37.609,5.885,-6.684,2328.39,,,,,-25.359,-7.315,-6.684,2344.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.369,45.572,-16.166,2374.292,22.977,45.572,-16.461,2342.467,,,,,37.367,28.482,-16.511,2351.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,0.8007570608149984,3.6706019498692743
3664,,,,,,,,,,,,,,,,,-25.359,37.335,-6.684,2339.185,-37.609,37.335,-6.684,2352.506,,,,,,,,,6.479,12.65,0.0,2408.265,-6.872,12.65,0.0,2391.718,-6.872,-12.63,0.0,2342.686,6.479,-12.63,0.0,2353.029,,,,,22.469,10.956,-15.266,2362.596,22.469,-3.952,-15.346,2341.304,37.369,-3.952,-15.076,2360.902,37.369,45.572,-16.166,2773.71,22.977,45.572,-16.461,2362.813,22.977,28.482,-16.111,2317.563,37.367,28.482,-16.511,2942.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2386.347,26.94,-16.802,-15.456,2362.379,26.94,-32.102,-15.456,2335.705,42.14,-32.102,-14.686,2358.631,,,,,,,,,,,,,,,,,158,9,0.9117600012418378,4.043753343945662
3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2352.823,-6.872,12.65,0.0,2330.823,,,,,6.479,-12.63,0.0,2407.479,,,,,,,,,,,,,,,,,37.369,45.572,-16.166,2350.242,22.977,45.572,-16.461,2328.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.94,-16.802,-15.456,2314.197,26.94,-32.102,-15.456,2351.971,42.14,-32.102,-14.686,2378.153,,,,,,,,,,,,,,,,,148,5,1.115439924949576,2.235766771804736
3666,,,,,-37.609,5.885,-6.684,2326.55,-37.609,-7.315,-6.684,2353.069,-25.359,-7.315,-6.684,2378.813,-25.359,37.335,-6.684,2352.843,-37.609,37.335,-6.684,2341.255,-37.609,24.135,-6.684,2376.053,-25.359,24.135,-6.684,2380.71,,,,,-6.872,12.65,0.0,2318.335,-6.872,-12.63,0.0,2697.439,6.479,-12.63,0.0,2355.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.541,53.623,-17.031,2356.185,-20.557,64.708,-17.796,2330.062,-20.557,53.623,-17.501,2351.303,,,,,,,,,,,,,,,,,,,,,,,,,-37.255,-25.745,-7.364,2301.279,-37.255,-39.545,-7.339,2350.054,,,,,327,9,0.7298966931840286,1.9765853778835782
3667,,,,,,,,,,,,,,,,,-25.359,37.335,-6.684,2347.267,-37.609,37.335,-6.684,2316.885,,,,,-25.359,24.135,-6.684,2331.192,,,,,,,,,,,,,,,,,37.369,10.956,-14.946,2389.792,22.469,10.956,-15.266,2359.229,22.469,-3.952,-15.346,2355.642,37.369,-3.952,-15.076,2387.151,37.369,45.572,-16.166,2375.322,22.977,45.572,-16.461,2355.793,22.977,28.482,-16.111,2333.868,37.367,28.482,-16.511,2363.4,6.915,-56.16,-16.151,2367.089,-2.794,-56.16,-15.911,2312.357,,,,,6.915,-70.539,-16.101,2346.381,-9.541,53.623,-17.031,2357.758,-20.557,64.708,-17.796,2335.617,-20.557,53.623,-17.501,2351.008,,,,,42.14,-16.802,-15.136,2386.089,26.94,-16.802,-15.456,2356.75,26.94,-32.102,-15.456,2347.283,42.14,-32.102,-14.686,2380.405,,,,,,,,,,,,,,,,,250,11,0.7105235384868915,3.459940709153559
3668,-25.359,5.885,-6.684,2347.246,-37.609,5.885,-6.684,2316.722,-37.609,-7.315,-6.684,2657.689,-25.359,-7.315,-6.684,2331.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.9756390518648302,3.4402184886060234
3669,-25.359,5.885,-6.684,2378.735,-37.609,5.885,-6.684,2357.177,-37.609,-7.315,-6.684,2336.941,-25.359,-7.315,-6.684,2357.748,-25.359,37.335,-6.684,2382.69,-37.609,37.335,-6.684,2362.533,-37.609,24.135,-6.684,2336.095,-25.359,24.135,-6.684,2360.963,6.479,12.65,0.0,2403.759,-6.872,12.65,0.0,2379.665,-6.872,-12.63,0.0,2331.294,6.479,-12.63,0.0,2354.698,,,,,,,,,,,,,,,,,37.369,45.572,-16.166,2391.517,22.977,45.572,-16.461,2365.715,22.977,28.482,-16.111,2334.882,37.367,28.482,-16.511,2360.931,,,,,-2.794,-56.16,-15.911,2357.744,-2.794,-70.539,-15.931,2339.421,6.915,-70.539,-16.101,2342.729,-9.541,53.623,-17.031,2370.272,-20.557,64.708,-17.796,2370.77,-20.557,53.623,-17.501,2346.654,-9.541,42.539,-16.931,2357.381,42.14,-16.802,-15.136,2341.367,26.94,-16.802,-15.456,2316.341,,,,,,,,,-25.359,-25.745,-7.329,2381.839,-37.255,-25.745,-7.364,2355.742,-37.255,-39.545,-7.339,2337.747,-25.359,-39.545,-7.279,2358.988,503,15,0.887674457564316,3.879692394258195
3670,-25.359,5.885,-6.684,2377.21,-37.609,5.885,-6.684,2358.55,-37.609,-7.315,-6.684,2335.581,-25.359,-7.315,-6.684,2359.072,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2401.48,-6.872,12.65,0.0,2378.769,-6.872,-12.63,0.0,2333.865,6.479,-12.63,0.0,2355.215,37.369,10.956,-14.946,2379.62,22.469,10.956,-15.266,2359.257,22.469,-3.952,-15.346,2333.473,37.369,-3.952,-15.076,2359.085,37.369,45.572,-16.166,2384.112,22.977,45.572,-16.461,2357.517,22.977,28.482,-16.111,2336.703,37.367,28.482,-16.511,2356.208,6.915,-56.16,-16.151,2378.617,-2.794,-56.16,-15.911,2363.018,-2.794,-70.539,-15.931,2339.731,6.915,-70.539,-16.101,2351.761,-9.541,53.623,-17.031,2346.908,-20.557,64.708,-17.796,2351.612,-20.557,53.623,-17.501,2323.116,,,,,42.14,-16.802,-15.136,2376.768,26.94,-16.802,-15.456,2354.231,26.94,-32.102,-15.456,2332.089,42.14,-32.102,-14.686,2354.743,-25.359,-25.745,-7.329,2380.244,-37.255,-25.745,-7.364,2358.659,-37.255,-39.545,-7.339,2339.088,-25.359,-39.545,-7.279,2358.612,509,15,0.7819075048934596,3.9325758705936233
3671,-25.359,5.885,-6.684,2344.563,-37.609,5.885,-6.684,2309.199,,,,,,,,,,,,,-37.609,37.335,-6.684,2352.768,,,,,-25.359,24.135,-6.684,2347.027,,,,,,,,,,,,,,,,,37.369,10.956,-14.946,2351.065,,,,,22.469,-3.952,-15.346,2299.535,37.369,-3.952,-15.076,2347.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2396.817,26.94,-16.802,-15.456,2365.465,26.94,-32.102,-15.456,2319.05,42.14,-32.102,-14.686,2357.622,-25.359,-25.745,-7.329,2356.225,-37.255,-25.745,-7.364,2319.327,-37.255,-39.545,-7.339,2298.088,,,,,395,9,0.9498081789353142,3.719994767700714
3672,,,,,-37.609,5.885,-6.684,2355.435,-37.609,-7.315,-6.684,2354.565,-25.359,-7.315,-6.684,2383.46,,,,,,,,,-37.609,24.135,-6.684,2306.997,-25.359,24.135,-6.684,2345.467,6.479,12.65,0.0,2380.806,,,,,-6.872,-12.63,0.0,2316.102,6.479,-12.63,0.0,2350.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.915,-56.16,-16.151,2343.798,-2.794,-56.16,-15.911,2362.217,-2.794,-70.539,-15.931,2331.557,6.915,-70.539,-16.101,2014.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.359,-25.745,-7.329,2346.527,,,,,-37.255,-39.545,-7.339,2332.832,,,,,295,9,0.9025097562062678,2.79165413856493
3673,-25.359,5.885,-6.684,2381.255,-37.609,5.885,-6.684,2352.972,-37.609,-7.315,-6.684,2346.332,-25.359,-7.315,-6.684,2373.547,-25.359,37.335,-6.684,2388.892,-37.609,37.335,-6.684,2360.689,-37.609,24.135,-6.684,2348.439,-25.359,24.135,-6.684,2380.605,,,,,,,,,,,,,,,,,37.369,10.956,-14.946,2351.643,,,,,22.469,-3.952,-15.346,2633.925,37.369,-3.952,-15.076,2348.11,37.369,45.572,-16.166,2374.522,22.977,45.572,-16.461,2340.433,22.977,28.482,-16.111,2322.845,37.367,28.482,-16.511,2360.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2392.447,26.94,-16.802,-15.456,2356.003,26.94,-32.102,-15.456,2346.412,42.14,-32.102,-14.686,2399.196,-25.359,-25.745,-7.329,2375.726,-37.255,-25.745,-7.364,2342.578,-37.255,-39.545,-7.339,2345.443,,,,,411,11,0.8974483013754843,3.4793138638506957
3674,-25.359,5.885,-6.684,2387.183,-37.609,5.885,-6.684,2372.592,-37.609,-7.315,-6.684,2346.997,-25.359,-7.315,-6.684,2356.155,,,,,-37.609,37.335,-6.684,2362.597,-37.609,24.135,-6.684,2320.507,-25.359,24.135,-6.684,2352.29,6.479,12.65,0.0,2369.335,-6.872,12.65,0.0,2353.452,-6.872,-12.63,0.0,2326.958,6.479,-12.63,0.0,2321.865,,,,,,,,,,,,,,,,,37.369,45.572,-16.166,2352.734,,,,,22.977,28.482,-16.111,2274.442,,,,,6.915,-56.16,-16.151,2374.556,-2.794,-56.16,-15.911,2358.655,-2.794,-70.539,-15.931,2329.01,6.915,-70.539,-16.101,2352.036,-9.541,53.623,-17.031,2311.631,-20.557,64.708,-17.796,2346.073,-20.557,53.623,-17.501,2286.874,,,,,,,,,,,,,,,,,,,,,-25.359,-25.745,-7.329,2383.892,-37.255,-25.745,-7.364,2356.652,-37.255,-39.545,-7.339,2332.604,-25.359,-39.545,-7.279,2350.574,375,13,0.8313003227248992,4.081103389938341
3675,-25.359,5.885,-6.684,2368.819,-37.609,5.885,-6.684,2358.7,-37.609,-7.315,-6.684,2332.417,-25.359,-7.315,-6.684,2363.483,,,,,-37.609,37.335,-6.684,2349.03,,,,,-25.359,24.135,-6.684,2342.525,6.479,12.65,0.0,2408.156,-6.872,12.65,0.0,2389.121,-6.872,-12.63,0.0,2343.25,6.479,-12.63,0.0,2361.689,,,,,,,,,,,,,,,,,37.369,45.572,-16.166,2352.467,,,,,,,,,37.367,28.482,-16.511,2340.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,7,0.7145377957664785,3.9547415520939513
3676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2345.01,-6.872,12.65,0.0,2327.805,-6.872,-12.63,0.0,2385.779,6.479,-12.63,0.0,2392.74,37.369,10.956,-14.946,2335.412,22.469,10.956,-15.266,2315.733,22.469,-3.952,-15.346,2352.264,37.369,-3.952,-15.076,2387.342,,,,,,,,,,,,,,,,,6.915,-56.16,-16.151,2352.385,-2.794,-56.16,-15.911,2344.292,,,,,6.915,-70.539,-16.101,2382.872,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2357.611,26.94,-16.802,-15.456,2347.879,26.94,-32.102,-15.456,2383.877,42.14,-32.102,-14.686,2395.272,,,,,,,,,,,,,,,,,172,7,0.8016297254409955,1.8355627743224363
3677,-25.359,5.885,-6.684,2324.528,-37.609,5.885,-6.684,2316.4,-37.609,-7.315,-6.684,2277.849,-25.359,-7.315,-6.684,2306.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2749.683,26.94,-16.802,-15.456,1795.225,26.94,-32.102,-15.456,2320.982,42.14,-32.102,-14.686,2351.545,,,,,,,,,,,,,,,,,129,3,0.8515461420480334,4.200309377849553
